type,account,created_at,so_diem_mua,chuc_danh,,,,,,,,,,,,,,,,
Mua Mpg,thu63,23/6/2020 10:20,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,sonty76,23/6/2020 9:23,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoangxuan999,23/6/2020 8:43,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phamsen20,23/6/2020 0:20,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuc60,22/6/2020 23:04,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,han76,22/6/2020 22:52,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ledao69ht,22/6/2020 19:18,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Nhuan87,22/6/2020 19:03,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Yenhuong87,22/6/2020 16:37,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,khanhd,22/6/2020 14:40,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phamphonghn,22/6/2020 14:07,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Xuan89,22/6/2020 13:19,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ly64,22/6/2020 12:54,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thaimp,22/6/2020 12:54,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,truongson67ht,22/6/2020 12:35,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenngochn,22/6/2020 12:26,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hongloanhn,22/6/2020 11:58,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phammai88,22/6/2020 11:53,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanhliemth1,22/6/2020 11:44,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hop86,22/6/2020 10:48,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huyen92,22/6/2020 10:38,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanhhung83,22/6/2020 9:39,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanhhung83,22/6/2020 7:52,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanh59,21/6/2020 13:21,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,man62,21/6/2020 9:55,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoangtu,20/6/2020 18:58,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Minh1960,19/6/2020 16:16,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,daonguyen83,19/6/2020 15:37,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanh89,19/6/2020 14:16,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,anh89,18/6/2020 8:10,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Yenlinh83,18/6/2020 7:48,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,cong78,17/6/2020 22:36,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,luong72,17/6/2020 21:46,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phuongthuy92,16/6/2020 20:04,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lelien,16/6/2020 15:58,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Phuonglinh,16/6/2020 10:55,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phuongthuy92,15/6/2020 16:31,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,duongchung,14/6/2020 21:14,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thaihung,14/6/2020 15:39,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thaihung,14/6/2020 14:17,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,xinhct1,14/6/2020 13:53,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hien01,14/6/2020 13:51,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huongna,14/6/2020 12:05,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngocth1,14/6/2020 11:53,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huyenct01,14/6/2020 11:45,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hungyd1,14/6/2020 11:41,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,daotydo,14/6/2020 11:36,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,xuanlena,14/6/2020 11:36,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hien,14/6/2020 11:25,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lechung,14/6/2020 10:53,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Xuantuan,14/6/2020 10:52,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Tranhoa80,13/6/2020 16:10,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hongthult,13/6/2020 16:04,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Khacviet,13/6/2020 15:53,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Nghiatrandc,13/6/2020 15:23,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hobinhhadong,13/6/2020 13:43,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Nguyenhuong,13/6/2020 12:35,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenhienhabac78,13/6/2020 11:58,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hohahadong,13/6/2020 11:57,500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thiviet123,15/7/2020 7:38,450000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,le37,15/7/2020 10:52,430000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoatq,15/7/2020 11:11,406000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,minhgiang,15/7/2020 11:17,400000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thutq,15/7/2020 11:24,390000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Long1989,15/7/2020 16:22,385000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoplam1985,15/7/2020 16:43,380000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hongtham,16/7/2020 9:05,350000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuyet37,15/7/2020 17:45,350000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lehai71,15/7/2020 17:28,350000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,minh37,16/7/2020 18:32,346000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,yenho88,16/7/2020 13:53,346000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,minhduchd,16/7/2020 20:59,340000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoalt,17/7/2020 12:57,334000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,congvt,17/7/2020 13:13,300000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tuyetlt,17/7/2020 13:03,300000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thaoltpt,17/7/2020 13:22,220000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenvanque,18/7/2020 15:20,200000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenvandung,18/7/2020 13:46,200000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoantu86,19/7/2020 8:41,185000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoatq,19/7/2020 10:23,175000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vuhuetq,19/7/2020 10:54,150000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,minhhanhtn,19/7/2020 16:46,130000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hongviettn,19/7/2020 17:12,113000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lien20,20/7/2020 8:17,110000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,HoanTu86,20/7/2020 10:14,100000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lienhp,20/7/2020 11:53,80000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vuhuetq,20/7/2020 10:31,80000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hongviettn,20/7/2020 12:01,76000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoangcau66,20/7/2020 12:40,62000,ctv,,,,,,,,,,,,,,,,

